NUMERO ARBOL,NOMBRE COMUN,ESPECIE CIENTIFICA,ANIO MEDICION,DAP CM,ALTURA M,BIOMASA TOTAL KG,CARBONO TOTAL MG,CO2 EQUIVALENTE MG,ESTADO ARBOL
737,caoba,Swietenia macrophylla,2025,38.7,15.6,1.385,2.387,2.387,Activo
738,aguacatillo,Cinnamomum triplinerve,2022,64.0,14.7,3.6896,6.3591,6.3591,Activo
738,aguacatillo,Cinnamomum triplinerve,2023,65.8,15.0,3.9664,6.836,6.836,Activo
738,aguacatillo,Cinnamomum triplinerve,2024,67.8,17.0,4.648,8.0107,8.0107,Activo
738,aguacatillo,Cinnamomum triplinerve,2025,67.8,18.0,4.8596,8.3755,8.3755,Activo
739,cedro amargo,Cedrela odorata,2022,94.9,25.0,12.4633,21.4803,21.4803,Activo
739,cedro amargo,Cedrela odorata,2023,95.5,25.0,12.6245,21.7583,21.7583,Activo
739,cedro amargo,Cedrela odorata,2024,97.3,25.0,13.1147,22.603,22.603,Activo
739,cedro amargo,Cedrela odorata,2025,97.8,25.7,13.5407,23.3373,23.3373,Activo
740,cedro amargo,Cedrela odorata,2022,86.5,28.6,11.4562,19.7447,19.7447,Activo
740,cedro amargo,Cedrela odorata,2023,86.8,28.6,11.5374,19.8846,19.8846,Activo
740,cedro amargo,Cedrela odorata,2024,86.8,28.6,11.5374,19.8846,19.8846,Activo
740,cedro amargo,Cedrela odorata,2025,87.6,28.6,11.7554,20.2603,20.2603,Activo
741,cedro amargo,Cedrela odorata,2022,121.1,30.8,24.1098,41.553,41.553,Activo
741,cedro amargo,Cedrela odorata,2023,121.1,32.0,24.8385,42.8088,42.8088,Activo
741,cedro amargo,Cedrela odorata,2024,123.0,32.0,25.6399,44.1901,44.1901,Activo
741,cedro amargo,Cedrela odorata,2025,123.3,32.0,25.7676,44.4102,44.4102,Activo
742,guanabana,Annona muricata,2022,42.5,14.9,1.6177,2.788,2.788,Activo
742,guanabana,Annona muricata,2023,43.0,15.0,1.6654,2.8703,2.8703,Activo
742,guanabana,Annona muricata,2024,43.0,15.0,1.6654,2.8703,2.8703,Activo
742,guanabana,Annona muricata,2025,43.7,15.0,1.7211,2.9664,2.9664,Activo
743,roblesabana,Tabebuia rosea,2022,32.2,12.9,0.8208,1.4147,1.4147,Activo
743,roblesabana,Tabebuia rosea,2023,33.0,13.0,0.8682,1.4963,1.4963,Activo
743,roblesabana,Tabebuia rosea,2024,33.8,13.0,0.9117,1.5712,1.5712,Activo
743,roblesabana,Tabebuia rosea,2025,36.7,13.0,1.0783,1.8585,1.8585,Activo
744,uruca,Trichilia havanensis,2022,17.9,9.3,0.192,0.331,0.331,Activo
744,uruca,Trichilia havanensis,2023,19.3,9.3,0.2239,0.3859,0.3859,Activo
744,uruca,Trichilia havanensis,2024,20.4,9.3,0.2507,0.4321,0.4321,Activo
744,uruca,Trichilia havanensis,2025,20.4,9.3,0.2507,0.4321,0.4321,Activo
745,guanacaste,Enterolobium cyclocarpum,2022,30.7,13.5,0.7716,1.3298,1.3298,Activo
745,guanacaste,Enterolobium cyclocarpum,2023,31.0,13.5,0.787,1.3564,1.3564,Activo
745,guanacaste,Enterolobium cyclocarpum,2024,32.6,13.4,0.8671,1.4944,1.4944,Activo
745,guanacaste,Enterolobium cyclocarpum,2025,33.2,13.4,0.8999,1.551,1.551,Activo
746,guanacaste,Enterolobium cyclocarpum,2022,0.0,,,,,Removido
746,guanacaste,Enterolobium cyclocarpum,2023,0.0,,,,,Removido
746,guanacaste,Enterolobium cyclocarpum,2025,0.0,,,,,Removido
747,guanacaste,Enterolobium cyclocarpum,2022,0.0,,,,,Removido
747,guanacaste,Enterolobium cyclocarpum,2023,0.0,,,,,Removido
747,guanacaste,Enterolobium cyclocarpum,2025,0.0,,,,,Removido
748,mango,Mangifera indica,2022,18.1,6.5,0.1486,0.2561,0.2561,Activo
748,mango,Mangifera indica,2023,18.3,6.5,0.152,0.2619,0.2619,Activo
748,mango,Mangifera indica,2024,18.3,6.5,0.152,0.2619,0.2619,Activo
748,mango,Mangifera indica,2025,18.8,6.5,0.1606,0.2767,0.2767,Activo
749,aguacate,Persea americana,2022,28.4,8.9,0.4758,0.82,0.82,Activo
749,aguacate,Persea americana,2023,28.4,9.0,0.48,0.8272,0.8272,Activo
749,aguacate,Persea americana,2024,29.0,9.0,0.5009,0.8633,0.8633,Activo
749,aguacate,Persea americana,2025,29.0,9.3,0.5138,0.8856,0.8856,Activo
750,poró copey,Erythrina fusca,2022,60.0,7.2,1.8549,3.197,3.197,Activo
750,poró copey,Erythrina fusca,2023,61.5,18.0,3.9829,6.8645,6.8645,Activo
750,poró copey,Erythrina fusca,2024,63.2,18.0,4.2107,7.2572,7.2572,Activo
750,poró copey,Erythrina fusca,2025,65.4,18.0,4.5152,7.7818,7.7818,Activo
751,poró copey,Erythrina fusca,2022,44.7,14.2,1.7271,2.9767,2.9767,Activo
751,poró copey,Erythrina fusca,2023,46.0,14.2,1.8311,3.1559,3.1559,Activo
751,poró copey,Erythrina fusca,2024,47.0,18.0,2.3014,3.9665,3.9665,Activo
751,poró copey,Erythrina fusca,2025,47.0,18.0,2.3014,3.9665,3.9665,Activo
752,poró copey,Erythrina fusca,2022,47.5,14.2,1.955,3.3694,3.3694,Activo
752,poró copey,Erythrina fusca,2023,49.5,14.2,2.1266,3.6651,3.6651,Activo
752,poró copey,Erythrina fusca,2024,52.5,18.0,2.8842,4.971,4.971,Activo
752,poró copey,Erythrina fusca,2025,54.9,18.0,3.1596,5.4455,5.4455,Activo
753,mango,Mangifera indica,2022,20.0,5.3,0.1554,0.2678,0.2678,Activo
753,mango,Mangifera indica,2023,20.0,5.3,0.1554,0.2678,0.2678,Activo
753,mango,Mangifera indica,2024,20.0,7.1,0.1951,0.3363,0.3363,Activo
753,mango,Mangifera indica,2025,20.0,8.4,0.2224,0.3834,0.3834,Activo
754,mango,Mangifera indica,2022,26.8,5.3,0.2823,0.4865,0.4865,Activo
754,mango,Mangifera indica,2023,26.8,5.3,0.2823,0.4865,0.4865,Activo
754,mango,Mangifera indica,2024,26.9,7.1,0.3572,0.6156,0.6156,Activo
754,mango,Mangifera indica,2025,29.9,8.4,0.5052,0.8707,0.8707,Activo
755,mango,Mangifera indica,2022,23.6,5.3,0.2178,0.3754,0.3754,Activo
755,mango,Mangifera indica,2023,23.6,5.3,0.2178,0.3754,0.3754,Activo
755,mango,Mangifera indica,2024,24.2,7.1,0.2879,0.4962,0.4962,Activo
755,mango,Mangifera indica,2025,24.4,8.4,0.3337,0.5752,0.5752,Activo
756,cenízaro,Samanea saman,2022,47.8,11.9,1.7256,2.974,2.974,Activo
756,cenízaro,Samanea saman,2023,49.3,11.9,1.8379,3.1675,3.1675,Activo
756,cenízaro,Samanea saman,2024,52.8,12.5,2.1964,3.7855,3.7855,Activo
756,cenízaro,Samanea saman,2025,54.8,16.0,2.8719,4.9497,4.9497,Activo
757,capulín,Muntingia calabura,2022,38.9,7.5,0.7911,1.3635,1.3635,Activo
757,capulín,Muntingia calabura,2023,41.0,8.0,0.9261,1.5961,1.5961,Activo
757,capulín,Muntingia calabura,2024,44.1,9.1,1.188,2.0475,2.0475,Activo
757,capulín,Muntingia calabura,2025,44.5,10.0,1.3023,2.2445,2.2445,Activo
758,targuá,Croton draco,2022,17.6,4.5,0.1054,0.1816,0.1816,Activo
758,targuá,Croton draco,2023,17.6,4.5,0.1054,0.1816,0.1816,Activo
758,targuá,Croton draco,2024,17.6,4.5,0.1054,0.1816,0.1816,Activo
758,targuá,Croton draco,2025,17.9,,,,,Activo
759,guanacaste,Enterolobium cyclocarpum,2022,44.2,9.7,1.2543,2.1618,2.1618,Activo
759,guanacaste,Enterolobium cyclocarpum,2023,46.3,10.0,1.412,2.4336,2.4336,Activo
759,guanacaste,Enterolobium cyclocarpum,2024,52.0,12.0,2.0624,3.5546,3.5546,Activo
759,guanacaste,Enterolobium cyclocarpum,2025,54.8,13.9,2.5738,4.4358,4.4358,Activo
760,ipil ipil,Leucaena leucocephala,2022,0.0,,,,,Removido
760,ipil ipil,Leucaena leucocephala,2023,0.0,,,,,Removido
760,ipil ipil,Leucaena leucocephala,2025,0.0,,,,,Removido
761,ipil ipil,Leucaena leucocephala,2022,0.0,,,,,Removido
761,ipil ipil,Leucaena leucocephala,2023,0.0,,,,,Removido
761,ipil ipil,Leucaena leucocephala,2025,0.0,,,,,Removido
762,roblesabana,Tabebuia rosea,2022,27.3,8.0,0.404,0.6963,0.6963,Activo
762,roblesabana,Tabebuia rosea,2023,28.0,8.0,0.4254,0.7332,0.7332,Activo
762,roblesabana,Tabebuia rosea,2024,29.5,8.5,0.4961,0.855,0.855,Activo
762,roblesabana,Tabebuia rosea,2025,31.9,8.5,0.5819,1.0029,1.0029,Activo
763,guachipelín,Diphysa americana,2022,26.1,9.3,0.4145,0.7143,0.7143,Activo
763,guachipelín,Diphysa americana,2023,26.8,9.3,0.4375,0.7539,0.7539,Activo
763,guachipelín,Diphysa americana,2024,27.5,9.4,0.4649,0.8013,0.8013,Activo
763,guachipelín,Diphysa americana,2025,28.2,12.1,0.5958,1.0268,1.0268,Activo
764,guachipelín,Diphysa americana,2022,26.5,9.3,0.4275,0.7368,0.7368,Activo
764,guachipelín,Diphysa americana,2023,27.0,9.3,0.4441,0.7655,0.7655,Activo
764,guachipelín,Diphysa americana,2024,27.4,9.3,0.4577,0.7888,0.7888,Activo
764,guachipelín,Diphysa americana,2025,28.0,12.1,0.5872,1.012,1.012,Activo
765,guachipelín,Diphysa americana,2022,23.8,7.3,0.2843,0.4901,0.4901,Activo
765,guachipelín,Diphysa americana,2023,24.5,7.3,0.3017,0.5199,0.5199,Activo
765,guachipelín,Diphysa americana,2024,24.9,7.3,0.3118,0.5374,0.5374,Activo
765,guachipelín,Diphysa americana,2025,25.9,8.1,0.3664,0.6315,0.6315,Activo
766,guachipelín,Diphysa americana,2022,24.0,4.8,0.2086,0.3596,0.3596,Activo
766,guachipelín,Diphysa americana,2023,24.2,4.8,0.2122,0.3657,0.3657,Activo
766,guachipelín,Diphysa americana,2024,25.0,7.0,0.3042,0.5244,0.5244,Activo
766,guachipelín,Diphysa americana,2025,25.9,8.1,0.3664,0.6315,0.6315,Activo
767,guachipelín,Diphysa americana,2022,14.2,5.6,0.0807,0.139,0.139,Activo
767,guachipelín,Diphysa americana,2023,14.2,5.6,0.0807,0.139,0.139,Activo
767,guachipelín,Diphysa americana,2024,14.2,5.6,0.0807,0.139,0.139,Activo
767,guachipelín,Diphysa americana,2025,14.9,,,,,Activo
768,cortez amarillo,Handroanthus ochraceus,2022,16.8,5.9,0.1184,0.204,0.204,Activo
768,cortez amarillo,Handroanthus ochraceus,2023,17.2,5.9,0.1242,0.214,0.214,Activo
768,cortez amarillo,Handroanthus ochraceus,2024,19.0,8.0,0.1929,0.3324,0.3324,Activo
768,cortez amarillo,Handroanthus ochraceus,2025,20.2,8.0,0.2185,0.3767,0.3767,Activo
769,mango,Mangifera indica,2022,18.8,6.8,0.1663,0.2866,0.2866,Activo
769,mango,Mangifera indica,2023,19.0,6.8,0.1699,0.2929,0.2929,Activo
769,mango,Mangifera indica,2024,19.0,7.0,0.1738,0.2996,0.2996,Activo
769,mango,Mangifera indica,2025,19.1,7.0,0.1757,0.3028,0.3028,Activo
770,guachipelín,Diphysa americana,2022,29.0,6.9,0.4072,0.7019,0.7019,Activo
770,guachipelín,Diphysa americana,2023,29.6,6.9,0.4246,0.7318,0.7318,Activo
770,guachipelín,Diphysa americana,2024,30.5,8.0,0.5065,0.8729,0.8729,Activo
770,guachipelín,Diphysa americana,2025,32.0,8.0,0.5586,0.9627,0.9627,Activo
771,guachipelín,Diphysa americana,2022,22.9,6.1,0.2285,0.3939,0.3939,Activo
771,guachipelín,Diphysa americana,2023,23.6,6.1,0.243,0.4188,0.4188,Activo
771,guachipelín,Diphysa americana,2024,24.4,9.0,0.3521,0.6069,0.6069,Activo
771,guachipelín,Diphysa americana,2025,26.1,10.5,0.4556,0.7852,0.7852,Activo
772,guachipelín,Diphysa americana,2022,16.3,7.4,0.1328,0.2288,0.2288,Activo
772,guachipelín,Diphysa americana,2023,16.3,8.0,0.1411,0.2432,0.2432,Activo
772,guachipelín,Diphysa americana,2024,16.8,8.0,0.1501,0.2586,0.2586,Activo
772,guachipelín,Diphysa americana,2025,17.0,8.2,0.1567,0.2701,0.2701,Activo
773,guachipelín,Diphysa americana,2022,20.6,5.7,0.1747,0.301,0.301,Activo
773,guachipelín,Diphysa americana,2023,20.6,5.7,0.1747,0.301,0.301,Activo
773,guachipelín,Diphysa americana,2024,21.2,7.0,0.2174,0.3746,0.3746,Activo
773,guachipelín,Diphysa americana,2025,21.5,8.2,0.253,0.4361,0.4361,Activo
774,guabo machete,Inga spectabilis,2022,16.8,12.3,0.2098,0.3616,0.3616,Activo
774,guabo machete,Inga spectabilis,2023,16.8,12.3,0.2098,0.3616,0.3616,Activo
774,guabo machete,Inga spectabilis,2024,16.8,12.3,0.2098,0.3616,0.3616,Activo
774,guabo machete,Inga spectabilis,2025,17.0,,,,,Activo
775,"cenizaro macho, guayaquil",Pseudosamanea guachapele,2022,31.0,8.9,0.5689,0.9805,0.9805,Activo
775,"cenizaro macho, guayaquil",Pseudosamanea guachapele,2023,31.0,9.0,0.5739,0.9891,0.9891,Activo
775,"cenizaro macho, guayaquil",Pseudosamanea guachapele,2024,36.8,10.0,0.8839,1.5234,1.5234,Activo
775,"cenizaro macho, guayaquil",Pseudosamanea guachapele,2025,39.6,10.3,1.0504,1.8104,1.8104,Activo
776,vainillo,Tecoma stans,2022,14.0,7.2,0.0953,0.1642,0.1642,Activo
776,vainillo,Tecoma stans,2023,14.0,7.2,0.0953,0.1642,0.1642,Activo
776,vainillo,Tecoma stans,2024,14.0,7.2,0.0953,0.1642,0.1642,Activo
776,vainillo,Tecoma stans,2025,14.3,,,,,Activo
777,mango,Mangifera indica,2022,15.7,6.0,0.1045,0.18,0.18,Activo
777,mango,Mangifera indica,2023,16.1,6.0,0.11,0.1895,0.1895,Activo
777,mango,Mangifera indica,2024,16.2,7.3,0.1297,0.2236,0.2236,Activo
777,mango,Mangifera indica,2025,17.6,7.3,0.1536,0.2648,0.2648,Activo
778,mango,Mangifera indica,2022,15.7,7.2,0.1204,0.2075,0.2075,Activo
778,mango,Mangifera indica,2023,15.9,7.2,0.1235,0.2129,0.2129,Activo
778,mango,Mangifera indica,2024,15.9,7.3,0.1249,0.2152,0.2152,Activo
778,mango,Mangifera indica,2025,15.9,7.3,0.1249,0.2152,0.2152,Activo
779,pino,Pinus caribaea,2022,79.5,29.1,9.7757,16.8483,16.8483,Activo
779,pino,Pinus caribaea,2023,81.1,30.0,10.4257,17.9685,17.9685,Activo
779,pino,Pinus caribaea,2024,82.5,31.0,11.0754,19.0883,19.0883,Activo
779,pino,Pinus caribaea,2025,83.6,31.0,11.3787,19.6111,19.6111,Activo
780,-,-,2022,0.0,,,,,Removido
780,-,-,2023,0.0,,,,,Removido
780,-,-,2025,0.0,,,,,Removido
781,guachipelín,Diphysa americana,2022,57.2,13.3,2.714,4.6776,4.6776,Activo
781,guachipelín,Diphysa americana,2023,58.1,13.3,2.8018,4.8289,4.8289,Activo
781,guachipelín,Diphysa americana,2024,58.1,13.5,2.8346,4.8854,4.8854,Activo
781,guachipelín,Diphysa americana,2025,58.1,14.0,2.9161,5.0258,5.0258,Activo
782,guachipelín,Diphysa americana,2022,56.5,17.3,3.2483,5.5985,5.5985,Activo
782,guachipelín,Diphysa americana,2023,57.3,17.3,3.3429,5.7614,5.7614,Activo
782,guachipelín,Diphysa americana,2024,57.5,17.5,3.397,5.8547,5.8547,Activo
782,guachipelín,Diphysa americana,2025,59.0,18.0,3.6596,6.3073,6.3073,Activo
783,guachipelín,Diphysa americana,2022,35.1,9.2,0.7521,1.2963,1.2963,Activo
783,guachipelín,Diphysa americana,2023,35.1,9.2,0.7521,1.2963,1.2963,Activo
783,guachipelín,Diphysa americana,2024,35.5,9.2,0.7697,1.3266,1.3266,Activo
783,guachipelín,Diphysa americana,2025,35.5,10.0,0.8214,1.4156,1.4156,Activo
784,guayaba,Psidium guajava,2022,18.5,6.6,0.1572,0.271,0.271,Activo
784,guayaba,Psidium guajava,2023,18.7,6.6,0.1607,0.277,0.277,Activo
784,guayaba,Psidium guajava,2024,19.0,7.0,0.1738,0.2996,0.2996,Activo
784,guayaba,Psidium guajava,2025,19.3,7.5,0.1894,0.3264,0.3264,Activo
785,higuerón,Ficus costaricana,2022,39.0,15.1,1.3717,2.3641,2.3641,Activo
785,higuerón,Ficus costaricana,2023,40.8,15.1,1.504,2.5921,2.5921,Activo
785,higuerón,Ficus costaricana,2024,41.8,15.1,1.5801,2.7233,2.7233,Activo
785,higuerón,Ficus costaricana,2025,42.5,16.0,1.71,2.9471,2.9471,Activo
786,higuerón,Ficus costaricana,2022,51.0,18.2,2.7421,4.7261,4.7261,Activo
786,higuerón,Ficus costaricana,2023,52.8,19.0,3.0435,5.2454,5.2454,Activo
786,higuerón,Ficus costaricana,2024,54.4,19.0,3.2346,5.5748,5.5748,Activo
786,higuerón,Ficus costaricana,2025,56.1,19.0,3.4441,5.9359,5.9359,Activo
787,mango,Mangifera indica,2022,24.1,7.6,0.301,0.5188,0.5188,Activo
787,mango,Mangifera indica,2023,24.4,8.0,0.3213,0.5537,0.5537,Activo
787,mango,Mangifera indica,2024,24.5,8.0,0.324,0.5584,0.5584,Activo
787,mango,Mangifera indica,2025,24.5,10.0,0.3855,0.6644,0.6644,Activo
788,mango,Mangifera indica,2022,24.5,7.6,0.3113,0.5365,0.5365,Activo
788,mango,Mangifera indica,2023,24.5,8.0,0.324,0.5584,0.5584,Activo
788,mango,Mangifera indica,2024,24.5,8.0,0.324,0.5584,0.5584,Activo
788,mango,Mangifera indica,2025,24.5,10.0,0.3855,0.6644,0.6644,Activo
789,uruca,Trichilia havanensis,2022,45.9,12.8,1.6814,2.8979,2.8979,Activo
789,uruca,Trichilia havanensis,2023,46.6,13.0,1.7552,3.0251,3.0251,Activo
789,uruca,Trichilia havanensis,2024,46.7,13.0,1.7629,3.0383,3.0383,Activo
789,uruca,Trichilia havanensis,2025,47.0,13.0,1.7861,3.0783,3.0783,Activo
790,uruca,Trichilia havanensis,2022,28.1,12.8,0.618,1.0651,1.0651,Activo
790,uruca,Trichilia havanensis,2023,28.4,13.0,0.6392,1.1016,1.1016,Activo
790,uruca,Trichilia havanensis,2024,28.6,13.0,0.6484,1.1175,1.1175,Activo
790,uruca,Trichilia havanensis,2025,29.3,13.0,0.6812,1.174,1.174,Activo
791,nogal,Juglans olanchana,2022,49.3,18.5,2.5917,4.4668,4.4668,Activo
791,nogal,Juglans olanchana,2023,49.3,18.5,2.5917,4.4668,4.4668,Activo
791,nogal,Juglans olanchana,2024,49.4,19.0,2.6571,4.5795,4.5795,Activo
791,nogal,Juglans olanchana,2025,51.5,19.0,2.8926,4.9853,4.9853,Activo
792,nogal,Juglans olanchana,2022,70.0,18.5,5.2986,9.132,9.132,Activo
792,nogal,Juglans olanchana,2023,71.8,18.5,5.5802,9.6175,9.6175,Activo
792,nogal,Juglans olanchana,2024,71.8,18.5,5.5802,9.6175,9.6175,Activo
792,nogal,Juglans olanchana,2025,72.0,18.5,5.612,9.6722,9.6722,Activo
793,uruca,Trichilia havanensis,2022,15.1,4.9,0.0824,0.142,0.142,Activo
793,uruca,Trichilia havanensis,2023,15.5,4.9,0.0869,0.1498,0.1498,Activo
793,uruca,Trichilia havanensis,2024,15.5,6.0,0.1018,0.1754,0.1754,Activo
793,uruca,Trichilia havanensis,2025,15.5,6.0,0.1018,0.1754,0.1754,Activo
794,nogal,Juglans olanchana,2022,58.7,17.7,3.5747,6.1609,6.1609,Activo
794,nogal,Juglans olanchana,2023,59.4,18.0,3.7104,6.3949,6.3949,Activo
794,nogal,Juglans olanchana,2024,63.0,18.0,4.1836,7.2104,7.2104,Activo
794,nogal,Juglans olanchana,2025,65.3,18.2,4.54,7.8246,7.8246,Activo
795,nogal,Juglans olanchana,2022,53.5,13.2,2.3541,4.0572,4.0572,Activo
795,nogal,Juglans olanchana,2023,53.5,13.2,2.3541,4.0572,4.0572,Activo
795,nogal,Juglans olanchana,2024,53.5,13.2,2.3541,4.0572,4.0572,Activo
795,nogal,Juglans olanchana,2025,53.5,13.2,2.3541,4.0572,4.0572,Activo
796,mango,Mangifera indica,2022,26.7,9.9,0.4558,0.7856,0.7856,Activo
796,mango,Mangifera indica,2023,27.2,10.0,0.4771,0.8223,0.8223,Activo
796,mango,Mangifera indica,2024,27.2,10.0,0.4771,0.8223,0.8223,Activo
796,mango,Mangifera indica,2025,27.2,10.0,0.4771,0.8223,0.8223,Activo
797,mango,Mangifera indica,2022,26.9,9.9,0.4628,0.7976,0.7976,Activo
797,mango,Mangifera indica,2023,27.0,10.0,0.47,0.81,0.81,Activo
797,mango,Mangifera indica,2024,27.0,10.0,0.47,0.81,0.81,Activo
797,mango,Mangifera indica,2025,27.0,10.0,0.47,0.81,0.81,Activo
798,uruca,Trichilia havanensis,2022,20.4,7.4,0.2098,0.3617,0.3617,Activo
798,uruca,Trichilia havanensis,2023,20.4,8.0,0.223,0.3843,0.3843,Activo
798,uruca,Trichilia havanensis,2024,21.8,8.0,0.2553,0.44,0.44,Activo
798,uruca,Trichilia havanensis,2025,21.8,10.2,0.3085,0.5317,0.5317,Activo
799,níspero,Eriobotrya japonica,2022,19.2,9.4,0.2234,0.3851,0.3851,Activo
799,níspero,Eriobotrya japonica,2023,19.2,9.4,0.2234,0.3851,0.3851,Activo
799,níspero,Eriobotrya japonica,2025,0.0,,,,,Removido
800,nogal,Juglans olanchana,2022,70.8,15.0,4.6055,7.9375,7.9375,Activo
800,nogal,Juglans olanchana,2023,71.9,15.0,4.7526,8.1911,8.1911,Activo
800,nogal,Juglans olanchana,2024,71.9,15.0,4.7526,8.1911,8.1911,Activo
800,nogal,Juglans olanchana,2025,71.9,15.0,4.7526,8.1911,8.1911,Activo
801,guachipelín,Diphysa americana,2022,44.3,10.1,1.3004,2.2413,2.2413,Activo
801,guachipelín,Diphysa americana,2023,44.3,10.1,1.3004,2.2413,2.2413,Activo
801,guachipelín,Diphysa americana,2024,44.3,10.3,1.3205,2.2758,2.2758,Activo
801,guachipelín,Diphysa americana,2025,44.3,10.3,1.3205,2.2758,2.2758,Activo
802,roblesabana,Tabebuia rosea,2022,18.3,7.0,0.161,0.2775,0.2775,Activo
802,roblesabana,Tabebuia rosea,2023,19.7,7.0,0.1871,0.3225,0.3225,Activo
802,roblesabana,Tabebuia rosea,2024,23.0,7.4,0.268,0.4619,0.4619,Activo
802,roblesabana,Tabebuia rosea,2025,25.4,8.6,0.3689,0.6358,0.6358,Activo
803,uruca,Trichilia havanensis,2022,13.4,7.1,0.0862,0.1486,0.1486,Activo
803,uruca,Trichilia havanensis,2023,14.3,7.1,0.0984,0.1696,0.1696,Activo
803,uruca,Trichilia havanensis,2024,15.0,8.3,0.1226,0.2112,0.2112,Activo
803,uruca,Trichilia havanensis,2025,16.3,8.9,0.1533,0.2642,0.2642,Activo
804,güitite,Acnistus arborescens,2022,14.5,7.1,0.1013,0.1745,0.1745,Activo
804,güitite,Acnistus arborescens,2023,15.1,7.1,0.11,0.1896,0.1896,Activo
804,güitite,Acnistus arborescens,2024,15.1,8.3,0.1242,0.2141,0.2141,Activo
804,güitite,Acnistus arborescens,2025,15.2,8.3,0.1259,0.217,0.217,Activo
805,casco de venado,Bauhinia purpurea,2022,16.1,1.8,0.043,0.0742,0.0742,Activo
805,casco de venado,Bauhinia purpurea,2023,16.1,1.8,0.043,0.0742,0.0742,Activo
805,casco de venado,Bauhinia purpurea,2024,16.1,3.0,0.0641,0.1104,0.1104,Activo
805,casco de venado,Bauhinia purpurea,2025,16.3,3.0,0.0657,0.1133,0.1133,Activo
806,llama del bosque,Spathodea campanulata,2022,51.2,11.3,1.9068,3.2864,3.2864,Activo
806,llama del bosque,Spathodea campanulata,2023,51.2,11.3,1.9068,3.2864,3.2864,Activo
806,llama del bosque,Spathodea campanulata,2024,51.4,12.0,2.0142,3.4714,3.4714,Activo
806,llama del bosque,Spathodea campanulata,2025,51.8,12.3,2.086,3.5952,3.5952,Activo
807,uruca,Trichilia havanensis,2022,15.5,7.3,0.1186,0.2043,0.2043,Activo
807,uruca,Trichilia havanensis,2023,16.3,7.3,0.1314,0.2264,0.2264,Activo
807,uruca,Trichilia havanensis,2024,17.1,8.0,0.1556,0.2681,0.2681,Activo
807,uruca,Trichilia havanensis,2025,17.1,10.2,0.188,0.324,0.324,Activo
808,uruca,Trichilia havanensis,2022,14.2,7.3,0.0992,0.1709,0.1709,Activo
808,uruca,Trichilia havanensis,2023,14.7,7.3,0.1064,0.1834,0.1834,Activo
808,uruca,Trichilia havanensis,2024,14.8,8.0,0.1159,0.1997,0.1997,Activo
808,uruca,Trichilia havanensis,2025,15.4,10.2,0.1518,0.2617,0.2617,Activo
809,uruca,Trichilia havanensis,2022,13.0,7.3,0.0828,0.1427,0.1427,Activo
809,uruca,Trichilia havanensis,2023,14.2,7.3,0.0992,0.1709,0.1709,Activo
809,uruca,Trichilia havanensis,2024,14.2,8.0,0.1065,0.1835,0.1835,Activo
809,uruca,Trichilia havanensis,2025,14.5,10.2,0.1343,0.2314,0.2314,Activo
810,uruca,Trichilia havanensis,2022,12.0,7.3,0.0703,0.1212,0.1212,Activo
810,uruca,Trichilia havanensis,2023,12.5,7.3,0.0764,0.1318,0.1318,Activo
810,uruca,Trichilia havanensis,2024,12.7,8.0,0.0848,0.1462,0.1462,Activo
810,uruca,Trichilia havanensis,2025,13.2,10.2,0.1109,0.1911,0.1911,Activo
811,poró gigante,Erythrina poeppigiana,2022,39.9,14.5,1.3924,2.3997,2.3997,Activo
811,poró gigante,Erythrina poeppigiana,2023,39.9,14.5,1.3924,2.3997,2.3997,Activo
811,poró gigante,Erythrina poeppigiana,2024,49.2,14.5,2.1349,3.6794,3.6794,Activo
811,poró gigante,Erythrina poeppigiana,2025,50.2,,,,,Activo
812,roblesabana,Tabebuia rosea,2022,22.1,10.0,0.3124,0.5384,0.5384,Activo
812,roblesabana,Tabebuia rosea,2023,24.0,10.0,0.3696,0.637,0.637,Activo
812,roblesabana,Tabebuia rosea,2024,26.5,11.5,0.5044,0.8694,0.8694,Activo
812,roblesabana,Tabebuia rosea,2025,28.6,11.6,0.5933,1.0226,1.0226,Activo
813,roblesabana,Tabebuia rosea,2022,21.2,10.0,0.287,0.4946,0.4946,Activo
813,roblesabana,Tabebuia rosea,2023,24.0,10.0,0.3696,0.637,0.637,Activo
813,roblesabana,Tabebuia rosea,2024,28.5,11.5,0.5851,1.0085,1.0085,Activo
813,roblesabana,Tabebuia rosea,2025,30.8,11.6,0.6901,1.1895,1.1895,Activo
814,roblesabana,Tabebuia rosea,2022,0.0,,,,,Removido
814,roblesabana,Tabebuia rosea,2023,0.0,,,,,Removido
814,roblesabana,Tabebuia rosea,2025,0.0,,,,,Removido
815,güitite,Acnistus arborescens,2022,19.7,5.2,0.1485,0.2559,0.2559,Activo
815,güitite,Acnistus arborescens,2023,20.2,5.2,0.1562,0.2693,0.2693,Activo
815,güitite,Acnistus arborescens,2024,20.2,5.2,0.1562,0.2693,0.2693,Activo
815,güitite,Acnistus arborescens,2025,21.5,5.2,0.1774,0.3058,0.3058,Activo
816,roblesabana,Tabebuia rosea,2022,20.3,6.3,0.1833,0.3159,0.3159,Activo
816,roblesabana,Tabebuia rosea,2023,23.0,6.3,0.2364,0.4075,0.4075,Activo
816,roblesabana,Tabebuia rosea,2024,31.0,8.7,0.5589,0.9633,0.9633,Activo
